equipment_id,equipment_type,temperature_avg,humidity_avg,last_maintenance_days,uptime_hours,sensor_1,sensor_2,vibration,voltage_fluctuation,pressure,equipment_health,failure_probability,failure_reason,maintenance_level,cost_implications,updated_uptime
EQ-8079,CT Scanner,24.9,24.5,406,4755,0.5,0.38,3.76,0.56,97.2,Moderate,0.35,Calibration Drift,Medium,5985,5362
EQ-9041,X-ray Machine,18.9,27.9,666,2436,1.02,0.46,1.78,0.53,112.1,Moderate,0.35,Component Wear,Medium,4349,3203
EQ-7515,Ventilator,33.7,75.2,298,1148,0.09,0.26,4.51,0.95,82.3,Critical,0.95,Component Wear,High,11340,1336
EQ-7792,X-ray Machine,18.7,74.8,694,3725,0.61,0.42,2.33,0.36,80.8,Critical,0.6,Component Wear,High,10501,3882
EQ-4503,X-ray Machine,38.5,75.7,664,849,0.57,0.16,1.28,0.11,121.2,Critical,1.0,Overheating,High,9959,1135
EQ-3810,CT Scanner,24.6,47.7,679,1347,0.18,-0.01,1.83,0.75,103.0,Moderate,0.35,Calibration Drift,Medium,7437,2478
EQ-6863,MRI Scanner,28.2,53.7,676,590,0.84,-0.04,5.42,0.34,103.6,Moderate,0.5,Overheating,Medium,7852,1784
EQ-2343,X-ray Machine,26.5,23.8,216,4545,0.33,0.92,2.19,0.88,84.6,Good,0.05,Component Wear,Low,3332,5527
EQ-6827,X-ray Machine,26.0,77.5,524,2379,0.27,0.36,4.78,1.44,117.5,Critical,0.8,Voltage Surge,High,12914,2651
EQ-1510,Ventilator,19.6,49.0,391,3230,0.61,0.08,4.83,1.34,115.3,Moderate,0.55,Voltage Surge,Medium,4106,4162
EQ-9543,CT Scanner,34.1,32.2,250,559,0.27,0.3,4.76,1.25,112.7,Critical,0.6,Voltage Surge,High,13307,965
EQ-3623,MRI Scanner,25.5,21.1,276,2523,0.78,0.52,5.59,0.97,81.9,Good,0.2,Overheating,Low,3419,3368
EQ-8771,Blood Analyzer,39.1,24.0,154,3240,0.36,0.12,2.69,1.44,123.0,Critical,0.7,Overheating,High,14388,3572
EQ-1213,Blood Analyzer,29.5,68.4,361,4142,0.66,0.49,1.19,0.47,114.3,Critical,0.6,Component Wear,High,13838,4577
EQ-1034,MRI Scanner,39.3,44.5,94,3236,0.47,-0.03,5.8,1.51,108.2,Critical,0.75,Overheating,High,14817,3456
EQ-5266,MRI Scanner,34.7,70.9,495,1907,0.91,0.61,2.34,1.37,116.9,Critical,1.0,Voltage Surge,High,11306,2104
EQ-7389,CT Scanner,31.9,52.6,362,1087,0.72,0.73,3.44,1.24,126.6,Critical,1.0,Voltage Surge,High,10557,1535
EQ-6177,CT Scanner,22.4,43.9,352,536,-0.05,0.89,4.48,1.44,123.7,Critical,0.65,Voltage Surge,High,10655,825
EQ-6984,Blood Analyzer,26.6,44.7,395,1361,0.09,0.17,3.18,0.12,92.2,Moderate,0.35,Component Wear,Medium,4124,2503
EQ-8164,Ventilator,35.8,28.7,342,4097,0.18,0.42,1.4,1.29,127.3,Critical,1.0,Voltage Surge,High,9774,4529
EQ-5512,CT Scanner,30.5,31.2,474,3287,0.94,0.42,2.3,1.3,128.2,Critical,1.0,Voltage Surge,High,11536,3582
EQ-2622,Ventilator,31.0,29.0,585,3008,0.08,1.03,2.26,1.39,86.1,Critical,0.9,Voltage Surge,High,12710,3159
EQ-3421,X-ray Machine,34.8,28.0,537,1111,0.51,0.04,2.86,0.87,89.2,Moderate,0.35,Component Wear,Medium,5473,2178
EQ-2282,MRI Scanner,39.4,70.6,553,867,0.8,0.44,4.01,0.27,82.8,Critical,1.0,Overheating,High,12105,1244
EQ-9726,CT Scanner,30.1,33.7,239,150,0.44,0.28,2.45,0.7,80.6,Moderate,0.4,Component Wear,Medium,5423,1034
EQ-4083,CT Scanner,30.2,31.9,679,2395,0.51,0.61,5.79,0.63,113.6,Critical,0.85,Overheating,High,8648,2624
EQ-4408,Ventilator,33.5,49.5,219,3460,0.08,0.18,1.73,0.45,117.0,Critical,0.7,Calibration Drift,High,14238,3708
EQ-4341,Blood Analyzer,29.3,23.2,172,436,0.92,1.03,3.52,1.48,119.3,Good,0.25,Voltage Surge,Low,1473,1619
EQ-4968,CT Scanner,39.1,40.8,582,1412,0.91,0.78,4.05,0.91,94.0,Critical,0.7,Overheating,High,10800,1682
EQ-3488,X-ray Machine,39.9,74.0,467,700,0.2,0.14,1.31,1.39,101.7,Critical,1.0,Overheating,High,10041,1103
EQ-4946,Blood Analyzer,36.5,79.8,232,2549,0.49,0.4,4.71,0.06,128.2,Critical,0.95,Overheating,High,13953,2915
EQ-2040,X-ray Machine,36.8,29.0,430,4699,0.29,0.52,4.98,0.05,82.3,Critical,0.7,Overheating,High,11568,5026
EQ-6094,CT Scanner,25.3,46.9,338,2549,0.24,0.98,1.95,0.35,85.1,Moderate,0.35,Component Wear,Medium,6155,3676
EQ-9108,MRI Scanner,35.1,42.0,676,3991,0.1,0.69,4.9,0.6,91.8,Critical,0.7,Component Wear,High,14897,4270
EQ-4368,Ventilator,27.7,38.8,349,1106,0.56,0.47,0.94,1.54,112.5,Moderate,0.55,Voltage Surge,Medium,5276,2205
EQ-4357,Blood Analyzer,39.1,74.1,519,3429,0.19,0.18,1.6,1.16,83.6,Critical,1.0,Overheating,High,14309,3590
EQ-4585,MRI Scanner,18.7,32.4,55,3072,0.82,0.58,0.35,1.11,116.1,Good,0.25,Component Wear,Low,2938,3908
EQ-5375,Ventilator,39.5,78.2,517,1546,0.13,0.77,1.45,1.32,88.6,Critical,1.0,Overheating,High,11533,1810
EQ-9937,MRI Scanner,25.9,60.7,561,3386,0.76,0.44,3.72,0.72,85.2,Moderate,0.35,Component Wear,Medium,4812,4347
EQ-1952,X-ray Machine,29.8,29.8,383,3123,0.44,0.11,5.42,0.67,107.7,Moderate,0.5,Overheating,Medium,4801,4308
EQ-4480,MRI Scanner,37.2,63.5,274,1087,0.33,0.57,3.17,0.79,117.2,Moderate,0.4,Overheating,Medium,7200,2151
EQ-1408,Ventilator,21.1,32.6,427,673,0.22,0.11,4.39,0.78,114.5,Moderate,0.35,Calibration Drift,Medium,5357,1296
EQ-4536,MRI Scanner,39.4,64.8,250,3162,0.82,0.42,0.02,1.28,119.0,Critical,0.6,Overheating,High,9018,3538
EQ-5650,CT Scanner,22.5,65.3,327,1691,0.65,0.82,0.87,0.07,88.4,Critical,0.6,Calibration Drift,High,12359,2072
EQ-4096,CT Scanner,37.0,75.3,116,3697,0.29,0.82,4.51,0.75,110.0,Critical,0.85,Overheating,High,8767,3815
EQ-9135,MRI Scanner,24.4,73.7,419,2426,0.34,0.45,3.51,0.39,104.8,Critical,0.6,Calibration Drift,High,9786,2674
EQ-4567,Blood Analyzer,20.5,75.7,546,4716,0.89,0.38,4.46,0.31,105.7,Critical,0.6,Component Wear,High,11193,5067
EQ-4990,X-ray Machine,39.1,34.8,362,3399,0.57,0.84,1.45,1.27,92.6,Critical,0.6,Overheating,High,10233,3868
EQ-4478,X-ray Machine,34.1,74.0,409,2367,0.54,1.01,4.79,0.68,113.7,Critical,0.6,Calibration Drift,High,13265,2507
EQ-6887,CT Scanner,30.9,66.6,720,2961,0.95,1.07,5.2,1.18,84.6,Critical,1.0,Overheating,High,11650,3213
EQ-5798,MRI Scanner,19.4,45.8,654,1029,0.7,1.05,0.71,1.35,100.0,Moderate,0.55,Voltage Surge,Medium,7377,1646
EQ-8185,Ventilator,31.2,60.7,373,2641,0.27,0.63,0.5,1.09,106.6,Critical,1.0,Calibration Drift,High,10171,2752
EQ-2490,X-ray Machine,34.6,39.0,687,1961,0.7,0.93,5.45,0.73,130.0,Critical,0.6,Overheating,High,14570,2340
EQ-3457,MRI Scanner,21.0,64.9,247,1832,0.23,0.8,0.55,0.9,128.4,Good,0.15,Pressure Leak,Low,1837,2819
EQ-8135,MRI Scanner,38.8,77.7,310,3690,0.81,0.56,2.53,1.12,118.1,Critical,1.0,Overheating,High,13438,4032
EQ-8505,MRI Scanner,31.9,33.8,240,3558,0.43,0.03,3.93,1.47,83.6,Good,0.25,Voltage Surge,Low,2792,4396
EQ-8455,CT Scanner,25.6,25.1,473,926,0.31,0.5,5.12,0.04,114.5,Moderate,0.5,Overheating,Medium,6376,1737
EQ-9968,X-ray Machine,37.8,22.2,12,3144,0.44,0.34,0.87,0.55,114.3,Moderate,0.4,Overheating,Medium,7326,4076
EQ-2512,Ventilator,28.3,50.8,169,2680,0.15,0.09,5.7,0.29,86.8,Good,0.2,Overheating,Low,1753,3629
EQ-5501,Ventilator,26.1,26.9,141,2452,0.85,0.84,3.55,0.14,117.0,Good,0.05,Component Wear,Low,1388,3197
EQ-1796,MRI Scanner,26.2,50.7,640,2509,1.04,0.87,5.71,1.41,109.7,Critical,0.7,Overheating,High,11157,2796
EQ-8120,Ventilator,25.3,76.9,580,4896,0.92,0.66,5.13,0.96,128.9,Critical,0.85,Overheating,High,10306,5086
EQ-3864,Ventilator,35.9,54.7,61,4648,0.11,0.44,2.37,0.86,92.5,Moderate,0.4,Calibration Drift,Medium,5610,5451
EQ-1693,CT Scanner,18.6,50.6,437,1309,0.38,0.24,2.59,0.41,119.1,Moderate,0.35,Calibration Drift,Medium,6822,2467
EQ-8964,MRI Scanner,37.7,46.5,252,749,0.45,0.96,3.91,0.07,112.4,Moderate,0.4,Overheating,Medium,4718,1579
EQ-9637,Ventilator,32.6,22.7,692,300,0.36,0.57,2.02,1.48,83.8,Critical,0.9,Voltage Surge,High,13529,616
EQ-2090,X-ray Machine,18.3,48.8,574,3335,0.36,0.37,4.95,0.43,128.0,Moderate,0.45,Pressure Leak,Medium,5817,4009
EQ-1120,MRI Scanner,19.9,69.8,48,3970,0.28,0.79,0.4,1.31,113.1,Moderate,0.5,Voltage Surge,Medium,6628,4736
EQ-4684,X-ray Machine,25.9,76.5,475,612,0.72,0.14,4.42,1.41,119.6,Critical,0.8,Voltage Surge,High,14046,1093
EQ-4946,X-ray Machine,33.8,60.2,449,1170,0.98,0.03,5.86,1.39,94.0,Critical,0.7,Overheating,High,9244,1550
EQ-5848,Ventilator,30.0,51.2,670,765,1.0,0.33,5.08,0.5,91.8,Moderate,0.5,Overheating,Medium,7903,1851
EQ-8179,X-ray Machine,30.8,30.6,280,866,0.49,0.96,4.26,0.88,97.2,Good,0.05,Calibration Drift,Low,2642,1947
EQ-1350,Ventilator,26.8,24.6,457,2096,0.08,0.92,3.62,0.98,113.9,Moderate,0.35,Calibration Drift,Medium,7240,2790
EQ-8922,Blood Analyzer,23.6,34.9,716,4472,0.83,0.49,1.46,1.15,126.0,Critical,0.65,Pressure Leak,High,13016,4908
EQ-9645,MRI Scanner,32.0,45.3,428,2263,0.34,0.01,5.57,0.44,125.9,Critical,0.6,Overheating,High,12778,2760
EQ-6030,Blood Analyzer,24.4,21.7,310,1476,0.31,0.63,3.04,0.62,98.9,Good,0.05,Calibration Drift,Low,1397,2177
EQ-4525,CT Scanner,26.6,54.8,295,4405,0.16,-0.04,2.79,0.48,101.4,Moderate,0.35,Calibration Drift,Medium,7778,5336
EQ-2232,CT Scanner,19.8,77.8,679,3961,0.07,0.62,2.55,0.11,105.5,Critical,0.6,Component Wear,High,13591,4427
EQ-2111,Blood Analyzer,23.0,29.2,635,4518,0.44,0.57,0.7,0.13,91.0,Moderate,0.35,Calibration Drift,Medium,6176,5653
EQ-6777,Ventilator,32.6,63.6,274,3128,0.73,0.9,2.34,0.84,112.4,Critical,0.95,Component Wear,High,10166,3376
EQ-1648,X-ray Machine,39.3,65.8,578,3824,0.49,0.07,0.91,0.14,106.4,Critical,0.7,Overheating,High,14620,4050
EQ-4296,MRI Scanner,34.7,62.8,636,3190,0.23,0.93,1.42,0.06,86.4,Critical,0.7,Component Wear,High,9684,3295
EQ-3482,X-ray Machine,25.0,77.2,277,4066,0.52,0.22,5.81,0.61,89.4,Moderate,0.45,Overheating,Medium,4767,4951
EQ-9955,CT Scanner,27.1,48.3,537,362,0.57,0.62,3.41,0.72,99.7,Moderate,0.35,Component Wear,Medium,4823,1029
EQ-2601,MRI Scanner,24.1,59.7,358,653,0.39,-0.07,0.24,0.1,122.1,Moderate,0.45,Pressure Leak,Medium,5070,1684
EQ-1430,CT Scanner,18.7,49.1,42,730,0.87,0.25,5.83,0.36,114.8,Good,0.2,Overheating,Low,2442,1554
EQ-8830,MRI Scanner,34.6,79.9,568,3847,0.9,0.14,5.88,0.92,116.7,Critical,1.0,Overheating,High,13514,4202
EQ-5752,MRI Scanner,28.1,66.4,174,4651,0.36,0.11,2.28,0.18,123.0,Moderate,0.4,Pressure Leak,Medium,5811,5663
EQ-9912,X-ray Machine,36.5,53.0,203,3913,0.76,-0.04,2.94,0.44,129.4,Moderate,0.5,Overheating,Medium,7219,4845
EQ-3421,Ventilator,20.7,57.6,377,4731,0.88,0.09,5.15,0.19,108.1,Moderate,0.5,Overheating,Medium,5629,5717
EQ-5191,Ventilator,33.1,61.7,189,219,0.46,0.32,0.21,0.19,121.2,Critical,0.75,Pressure Leak,High,15000,376
EQ-6815,MRI Scanner,20.5,79.9,431,655,0.3,0.47,4.86,0.27,105.2,Critical,0.6,Component Wear,High,10684,972
EQ-7109,MRI Scanner,23.9,34.6,663,1875,0.64,0.82,2.36,1.11,91.9,Moderate,0.55,Component Wear,Medium,4101,2564
EQ-7179,MRI Scanner,34.6,50.4,278,4438,0.93,0.36,5.1,1.43,114.4,Critical,0.75,Overheating,High,14801,4678
EQ-3285,X-ray Machine,39.9,58.1,543,1210,0.17,0.29,4.39,0.54,125.5,Critical,0.8,Overheating,High,11002,1386
EQ-2203,CT Scanner,20.8,52.0,312,432,0.35,0.86,4.64,1.15,127.9,Critical,0.65,Pressure Leak,High,8359,726
EQ-9038,Ventilator,31.3,26.2,295,1424,1.06,0.37,4.65,1.43,105.2,Critical,0.9,Voltage Surge,High,8671,1718
EQ-2063,X-ray Machine,27.2,53.2,590,1898,0.43,0.57,3.45,1.17,106.2,Moderate,0.55,Component Wear,Medium,5002,2830
EQ-4950,Ventilator,21.8,32.2,112,4645,0.07,0.97,5.73,0.5,83.7,Good,0.2,Overheating,Low,3919,5335
EQ-2619,Blood Analyzer,19.9,34.6,612,3992,0.97,0.29,2.84,0.73,101.2,Moderate,0.35,Component Wear,Medium,7229,4638
EQ-3131,CT Scanner,36.0,79.9,339,4047,1.04,0.6,1.61,0.22,94.7,Critical,0.95,Component Wear,High,12789,4172
EQ-2861,CT Scanner,32.2,25.8,286,4317,0.53,0.4,2.18,1.04,83.1,Critical,0.9,Component Wear,High,8793,4589
EQ-2444,X-ray Machine,36.9,58.3,692,1455,0.6,0.64,0.22,1.1,120.9,Critical,1.0,Overheating,High,8841,1926
EQ-1824,CT Scanner,25.8,69.1,289,1777,0.79,0.55,0.24,1.37,116.3,Critical,0.8,Voltage Surge,High,8827,1956
EQ-1346,CT Scanner,18.4,48.5,97,3228,-0.02,0.76,3.21,0.95,123.0,Good,0.15,Pressure Leak,Low,2664,4056
EQ-6349,Ventilator,27.4,24.7,161,3933,0.76,0.13,5.41,0.29,123.3,Moderate,0.3,Overheating,Medium,5169,4538
EQ-5945,CT Scanner,33.3,62.4,269,1015,0.26,0.91,1.47,0.48,101.2,Critical,0.95,Component Wear,High,13661,1171
EQ-2925,CT Scanner,33.6,38.9,489,4026,0.84,0.81,6.04,0.24,93.6,Critical,0.85,Overheating,High,14129,4166
EQ-3910,MRI Scanner,35.9,77.9,573,4031,0.06,0.19,1.23,0.94,89.8,Critical,0.95,Calibration Drift,High,8519,4151
EQ-4641,Ventilator,31.5,41.8,565,2731,0.85,0.28,3.52,1.12,118.4,Critical,0.9,Component Wear,High,10036,3210
EQ-2902,Blood Analyzer,20.5,46.6,191,2401,0.41,0.13,3.55,1.28,99.2,Good,0.25,Voltage Surge,Low,1456,3010
EQ-2974,Ventilator,31.2,32.2,243,4860,0.27,0.58,4.65,0.66,99.6,Critical,0.7,Component Wear,High,11040,5040
EQ-8463,Ventilator,22.6,21.2,560,3750,0.45,0.59,5.5,0.85,99.3,Moderate,0.5,Overheating,Medium,4077,4393
EQ-5713,CT Scanner,25.6,57.6,360,3147,0.36,0.15,0.71,0.16,119.8,Critical,0.6,Component Wear,High,10130,3624
EQ-2870,Ventilator,32.2,58.3,499,826,0.77,0.38,2.17,1.26,91.8,Critical,0.9,Voltage Surge,High,10352,1249
EQ-1133,CT Scanner,35.3,50.9,628,638,0.96,0.16,4.75,1.4,112.4,Critical,0.9,Voltage Surge,High,9540,813
EQ-8315,Blood Analyzer,34.4,62.6,717,4842,0.83,0.75,5.3,0.16,89.7,Critical,0.85,Overheating,High,9804,5143
EQ-6330,CT Scanner,19.8,39.1,516,2635,0.95,0.85,0.39,1.5,99.2,Moderate,0.55,Voltage Surge,Medium,4556,3649
EQ-6610,MRI Scanner,26.6,73.0,657,3660,0.31,0.11,4.57,0.4,106.2,Critical,0.6,Component Wear,High,9426,4087
EQ-9613,CT Scanner,31.2,48.5,255,3951,0.45,0.77,5.28,1.44,111.4,Critical,1.0,Overheating,High,12222,4172
EQ-9329,Ventilator,21.9,24.5,326,2257,0.62,0.17,0.63,0.78,82.4,Moderate,0.35,Calibration Drift,Medium,4556,3313
EQ-3633,CT Scanner,23.0,23.2,475,446,0.2,0.97,5.71,0.64,126.8,Critical,0.6,Overheating,High,12617,937
EQ-8657,CT Scanner,18.5,73.6,253,4571,0.87,0.05,4.85,1.38,103.5,Critical,0.8,Voltage Surge,High,14809,4935
EQ-6738,Ventilator,33.8,72.2,219,4957,0.08,0.74,5.58,0.67,122.8,Critical,1.0,Overheating,High,9595,5215
EQ-4727,Blood Analyzer,18.6,77.5,628,2218,0.66,0.75,3.9,1.24,83.7,Critical,0.8,Voltage Surge,High,13848,2418
EQ-5872,X-ray Machine,19.8,78.7,689,1944,0.14,0.28,5.21,0.91,98.3,Critical,0.75,Overheating,High,9740,2363
EQ-9496,MRI Scanner,35.9,56.1,452,3232,0.48,0.49,3.21,0.69,113.2,Critical,0.7,Component Wear,High,13481,3520
EQ-2350,Ventilator,23.7,27.9,726,1235,0.04,0.09,3.32,1.35,80.3,Moderate,0.55,Voltage Surge,Medium,5632,2210
EQ-8627,MRI Scanner,38.7,35.0,125,2487,0.5,0.53,2.47,0.68,109.5,Moderate,0.4,Overheating,Medium,4852,3493
EQ-6558,Blood Analyzer,39.2,40.4,17,1706,0.31,0.74,4.32,0.76,120.5,Moderate,0.5,Overheating,Medium,6411,2606
EQ-8675,Blood Analyzer,24.0,40.3,440,2056,0.93,0.01,4.11,-0.05,95.4,Moderate,0.35,Component Wear,Medium,4081,2735
EQ-3778,Blood Analyzer,32.4,36.3,418,326,0.77,0.81,4.1,0.56,120.2,Moderate,0.45,Pressure Leak,Medium,6269,1290
EQ-2974,Blood Analyzer,31.1,63.6,142,670,0.12,0.3,3.05,0.53,102.3,Good,0.05,Calibration Drift,Low,3418,1408
EQ-7560,CT Scanner,34.8,47.2,450,1156,0.15,0.05,5.13,0.91,100.8,Critical,0.85,Overheating,High,12054,1497
EQ-3369,Ventilator,33.8,78.9,142,1058,0.32,0.78,5.33,1.11,98.2,Critical,1.0,Overheating,High,8762,1409
EQ-3211,X-ray Machine,27.5,52.5,641,2734,0.79,0.89,2.82,0.92,111.1,Moderate,0.35,Component Wear,Medium,6911,3860
EQ-8895,MRI Scanner,20.6,70.7,657,4146,0.93,0.38,5.02,1.12,111.1,Critical,0.95,Overheating,High,9181,4480
EQ-8104,Ventilator,26.2,20.8,519,2013,0.16,0.04,2.97,0.16,88.0,Moderate,0.35,Component Wear,Medium,5889,3095
EQ-8576,Blood Analyzer,28.6,73.4,608,4423,0.67,0.07,4.5,0.12,85.7,Critical,0.6,Calibration Drift,High,10535,4613
EQ-7173,CT Scanner,39.1,26.7,200,4371,0.15,0.4,0.44,1.19,99.4,Critical,0.6,Overheating,High,12444,4519
EQ-1378,X-ray Machine,21.2,65.1,567,1302,0.77,-0.03,2.44,0.03,95.5,Moderate,0.35,Calibration Drift,Medium,4749,2407
EQ-3269,Ventilator,22.8,23.5,721,4488,0.82,0.94,3.63,0.61,114.0,Moderate,0.35,Component Wear,Medium,7888,5157
EQ-4170,X-ray Machine,32.9,52.2,157,4333,0.88,0.62,5.99,0.1,85.3,Good,0.2,Overheating,Low,1615,5293
EQ-3264,MRI Scanner,21.2,44.5,530,278,0.55,0.93,1.01,0.83,96.4,Moderate,0.35,Calibration Drift,Medium,5720,1478
EQ-5318,X-ray Machine,21.4,31.2,706,3216,0.05,0.84,5.64,1.35,97.9,Critical,0.7,Overheating,High,8582,3329
EQ-1191,X-ray Machine,38.7,65.3,197,576,0.56,0.41,5.57,0.75,102.7,Moderate,0.55,Overheating,Medium,4129,1725
EQ-1328,Ventilator,29.1,73.6,421,2960,1.07,0.37,4.49,1.06,119.6,Critical,0.8,Calibration Drift,High,9226,3196
EQ-8151,CT Scanner,22.7,59.4,366,2514,0.89,0.73,4.27,0.36,98.2,Critical,0.6,Calibration Drift,High,12466,2849
EQ-4774,X-ray Machine,28.8,74.5,13,4684,0.82,0.38,3.14,0.74,107.3,Moderate,0.3,Component Wear,Medium,5544,5745
EQ-7598,X-ray Machine,22.6,20.5,283,2645,0.31,0.61,4.93,0.95,119.4,Good,0.05,Component Wear,Low,1556,3257
EQ-6539,Ventilator,35.8,54.8,21,538,0.61,0.19,2.45,1.47,113.0,Critical,0.6,Voltage Surge,High,8877,821
EQ-9217,CT Scanner,39.2,41.1,167,3903,0.3,0.92,2.16,0.96,100.9,Moderate,0.4,Overheating,Medium,5285,4706
EQ-5160,CT Scanner,19.9,69.0,564,1774,0.89,0.87,3.57,0.02,115.6,Critical,0.6,Component Wear,High,13195,2272
EQ-6342,CT Scanner,37.8,40.2,197,4317,0.84,0.38,1.58,1.28,118.0,Critical,0.6,Overheating,High,8652,4738
EQ-1410,Ventilator,21.4,45.8,567,4267,0.02,0.07,5.2,0.08,107.5,Moderate,0.5,Overheating,Medium,4768,5250
EQ-8851,MRI Scanner,38.4,20.2,393,1830,0.38,0.08,4.9,0.68,122.7,Critical,0.8,Overheating,High,14388,2232
EQ-8426,Blood Analyzer,28.0,28.9,722,4980,0.0,0.63,5.68,1.4,116.3,Critical,0.7,Overheating,High,9284,5349
EQ-6377,X-ray Machine,20.5,22.3,27,3417,0.49,0.69,1.58,0.16,93.3,Good,0.05,Calibration Drift,Low,3645,4389
EQ-1868,MRI Scanner,36.5,64.7,400,682,0.68,0.96,1.81,0.63,129.4,Critical,0.8,Overheating,High,13499,884
EQ-8407,X-ray Machine,33.3,51.7,365,3234,0.85,0.44,2.34,1.28,100.1,Good,0.25,Voltage Surge,Low,3194,4201
EQ-6988,X-ray Machine,28.5,69.4,150,2768,0.84,0.22,3.48,1.27,85.1,Good,0.25,Voltage Surge,Low,2709,3444
EQ-2641,X-ray Machine,26.8,30.4,509,3379,0.17,0.26,4.18,0.61,106.4,Moderate,0.35,Calibration Drift,Medium,7041,4255
EQ-5521,CT Scanner,20.2,69.6,583,1999,0.42,0.11,4.14,0.91,100.7,Critical,0.6,Component Wear,High,9182,2472
EQ-5622,CT Scanner,27.0,72.5,273,1904,0.63,0.42,2.91,1.03,91.3,Critical,0.8,Calibration Drift,High,12214,2303
EQ-5631,X-ray Machine,21.6,50.7,292,451,0.28,0.12,3.16,0.24,89.1,Good,0.05,Calibration Drift,Low,1030,1186
EQ-5225,CT Scanner,23.7,57.1,97,4272,0.11,0.92,4.9,0.99,111.7,Moderate,0.3,Component Wear,Medium,6813,5413
EQ-4819,MRI Scanner,38.8,60.7,270,3490,0.39,0.27,0.93,0.25,127.8,Moderate,0.5,Overheating,Medium,4817,4093
EQ-9236,MRI Scanner,39.8,68.2,556,4926,0.94,0.77,4.9,0.78,124.2,Critical,1.0,Overheating,High,12421,5031
EQ-9954,MRI Scanner,22.9,48.5,546,2850,0.91,0.74,2.47,0.18,121.1,Moderate,0.45,Pressure Leak,Medium,5147,3958
EQ-6090,MRI Scanner,18.1,38.3,217,4165,0.45,0.88,3.59,1.24,95.4,Good,0.25,Voltage Surge,Low,2600,5210
EQ-8954,X-ray Machine,18.4,29.1,687,532,0.02,0.92,2.19,0.11,87.3,Moderate,0.35,Calibration Drift,Medium,5949,1430
EQ-3419,Ventilator,28.1,44.0,322,231,0.1,0.52,5.62,0.85,99.4,Moderate,0.5,Overheating,Medium,7822,1218
EQ-3337,MRI Scanner,28.4,46.6,495,2365,0.35,0.62,2.66,0.43,86.7,Moderate,0.35,Calibration Drift,Medium,4835,2970
EQ-2161,CT Scanner,33.7,20.9,147,779,0.98,0.23,4.47,1.1,112.0,Critical,0.6,Calibration Drift,High,9167,908
EQ-1360,Blood Analyzer,26.7,53.0,444,187,0.27,0.31,1.68,0.12,83.5,Moderate,0.35,Component Wear,Medium,7915,1249
EQ-8490,MRI Scanner,29.1,28.1,125,223,0.17,0.44,4.23,0.99,101.8,Good,0.05,Calibration Drift,Low,2198,1394
EQ-7586,MRI Scanner,31.6,43.5,74,169,0.18,0.48,5.84,0.63,98.4,Good,0.2,Overheating,Low,2718,951
EQ-8561,Ventilator,22.0,25.9,604,1692,0.85,0.35,3.37,1.16,116.0,Moderate,0.55,Component Wear,Medium,4119,2836
EQ-5965,Blood Analyzer,19.3,24.4,277,3536,1.02,0.17,5.06,0.56,113.8,Good,0.2,Overheating,Low,1371,4219
EQ-9586,X-ray Machine,24.7,55.8,682,1850,0.09,0.77,1.03,0.52,98.7,Moderate,0.35,Calibration Drift,Medium,5776,2485
EQ-5423,X-ray Machine,20.0,48.4,365,2847,0.5,0.48,0.51,1.02,92.9,Good,0.25,Calibration Drift,Low,1581,3478
EQ-1133,X-ray Machine,20.7,72.4,233,728,0.66,0.73,3.39,0.84,109.6,Moderate,0.3,Component Wear,Medium,5954,1374
EQ-4633,CT Scanner,19.8,60.1,698,4554,0.02,0.97,5.14,0.72,114.2,Critical,0.75,Overheating,High,13054,4845
EQ-8668,Ventilator,30.7,22.1,615,1854,0.91,0.22,4.95,1.14,96.2,Critical,0.9,Component Wear,High,11520,2137
EQ-1679,Ventilator,33.6,66.0,259,3921,0.15,0.55,1.17,0.35,103.3,Critical,0.95,Component Wear,High,8035,4173
EQ-7487,CT Scanner,29.4,59.1,3,1409,0.24,0.58,3.19,1.3,120.0,Critical,0.85,Voltage Surge,High,14771,1528
EQ-2896,Ventilator,28.4,41.1,493,4969,0.76,0.39,2.33,0.03,100.5,Moderate,0.35,Component Wear,Medium,4141,5669
EQ-4521,Blood Analyzer,37.1,52.2,17,2302,-0.02,0.49,3.91,0.27,81.3,Moderate,0.4,Overheating,Medium,5817,3164
EQ-7951,Ventilator,35.0,67.2,114,4844,0.7,0.8,1.19,0.93,105.6,Critical,0.65,Component Wear,High,8513,5316
EQ-7567,X-ray Machine,28.2,62.0,241,2316,0.72,0.61,3.76,1.27,104.8,Good,0.25,Voltage Surge,Low,2702,3083
EQ-8087,MRI Scanner,33.8,25.9,86,2858,0.23,0.84,2.14,0.81,87.4,Moderate,0.4,Component Wear,Medium,5919,3743
EQ-8329,MRI Scanner,26.4,43.4,399,4632,0.98,0.58,4.22,0.99,122.4,Moderate,0.45,Pressure Leak,Medium,4623,5262
EQ-4855,CT Scanner,24.7,36.5,242,115,0.73,0.76,5.58,0.39,98.4,Good,0.2,Overheating,Low,2758,994
EQ-4297,Blood Analyzer,26.1,55.4,546,3009,0.81,0.27,0.19,0.98,93.7,Moderate,0.35,Component Wear,Medium,6148,3749
EQ-3801,MRI Scanner,36.9,46.8,706,2355,0.66,0.09,4.42,0.15,127.0,Critical,0.8,Overheating,High,12333,2611
EQ-2208,X-ray Machine,37.0,33.0,648,3312,0.41,0.32,4.2,1.22,128.9,Critical,1.0,Overheating,High,9087,3507
