equipment_id,equipment_type,temperature_avg,humidity_avg,last_maintenance_days,uptime_hours,sensor_1,sensor_2,vibration,voltage_fluctuation,pressure,equipment_health,failure_probability,failure_reason,maintenance_level,cost_implications,updated_uptime
EQ-5677,X-ray Machine,33.6,63.5,388,4594,0.5,0.71,1.34,1.21,126.3,Critical,0.65,Overheating,High,9677,5208
EQ-9218,CT Scanner,34.7,29.4,676,1847,0.66,0.28,2.89,0.23,117.1,Critical,0.7,Sensor Drift,High,2906,2079
EQ-2668,X-ray Machine,23.1,68.9,173,3998,0.49,0.96,0.74,1.39,91.7,Good,0.25,Voltage Surge,Low,4496,4734
EQ-1135,X-ray Machine,28.7,50.4,585,858,0.26,0.06,4.84,0.93,111.6,Moderate,0.35,Voltage Surge,Medium,14997,1213
EQ-7346,Blood Analyzer,31.0,70.0,184,4170,0.83,0.82,3.48,0.06,104.3,Moderate,0.3,Component Wear,Medium,2679,4583
EQ-7653,MRI Scanner,31.3,24.9,5,3680,0.95,0.73,3.15,0.74,127.7,Good,0.15,Component Wear,Low,8923,4089
EQ-5812,Ventilator,37.5,29.1,677,4960,0.54,0.57,0.04,0.02,88.3,Critical,0.7,Pressure Leak,High,9181,5151
EQ-1322,CT Scanner,21.1,25.3,40,292,0.32,0.73,1.86,1.07,83.3,Good,0.25,Component Wear,Low,12446,1228
EQ-5760,X-ray Machine,27.1,37.0,642,1173,0.16,0.8,1.46,1.03,117.4,Moderate,0.55,Overheating,Medium,10764,1351
EQ-3980,X-ray Machine,29.1,50.1,74,864,0.42,0.8,4.53,1.36,113.9,Good,0.25,Voltage Surge,Low,12459,1798
EQ-9424,CT Scanner,21.8,49.0,137,1381,0.68,0.82,4.69,1.38,116.6,Good,0.25,Overheating,Low,8837,2563
EQ-9041,Blood Analyzer,24.2,50.1,20,2715,0.56,0.77,5.29,1.44,110.5,Moderate,0.4,Pressure Leak,Medium,2313,2994
EQ-7060,Blood Analyzer,19.8,66.9,625,4773,0.82,0.85,0.22,0.87,108.3,Moderate,0.35,Sensor Drift,Medium,6925,5146
EQ-7481,X-ray Machine,35.2,60.0,471,3061,0.9,0.29,2.51,1.0,95.0,Critical,0.7,Pressure Leak,High,8080,3182
EQ-8117,Ventilator,32.2,59.8,390,1509,0.56,0.57,5.45,0.92,117.7,Critical,0.85,Component Wear,High,3454,2138
EQ-5894,CT Scanner,32.5,23.7,3,3422,0.02,0.93,5.7,0.64,82.4,Moderate,0.55,Pressure Leak,Medium,10894,3725
EQ-5354,Blood Analyzer,22.8,22.6,97,2277,0.68,0.48,5.32,0.11,126.9,Moderate,0.3,Overheating,Medium,3099,2545
EQ-9719,Ventilator,35.0,66.4,565,3832,0.29,0.72,1.58,0.11,118.5,Critical,0.95,Component Wear,High,11615,4766
EQ-6690,CT Scanner,35.7,27.8,322,2934,0.79,0.82,0.59,1.02,81.2,Critical,0.9,Component Wear,High,12186,3360
EQ-4113,MRI Scanner,37.5,36.3,254,2939,-0.02,0.09,3.49,0.75,122.2,Moderate,0.5,Voltage Surge,Medium,4266,3152
EQ-4718,X-ray Machine,28.9,28.9,526,3009,0.37,0.31,2.39,0.5,118.5,Moderate,0.35,Voltage Surge,Medium,13041,3183
EQ-9530,MRI Scanner,34.5,51.3,226,3991,0.04,0.93,2.77,0.55,97.1,Moderate,0.4,Pressure Leak,Medium,9774,4354
EQ-2052,Blood Analyzer,28.6,32.2,225,4425,0.13,0.82,0.11,0.71,99.3,Good,0.05,Voltage Surge,Low,6086,4544
EQ-7841,CT Scanner,21.8,35.9,454,1994,0.51,0.6,1.06,1.5,80.1,Moderate,0.55,Component Wear,Medium,8788,2585
EQ-7768,Ventilator,38.9,36.5,411,4647,0.85,0.12,0.94,1.21,121.3,Critical,1.0,Component Wear,High,5121,5197
EQ-3298,MRI Scanner,22.4,59.7,247,1967,0.26,0.58,1.21,1.1,114.5,Good,0.25,Sensor Drift,Low,9531,2731
EQ-5854,Ventilator,32.9,41.8,360,1754,0.26,0.22,1.52,1.27,97.4,Critical,0.9,Pressure Leak,High,10199,2044
EQ-3819,X-ray Machine,21.3,77.0,603,3962,0.15,0.98,4.19,0.65,106.4,Critical,0.6,Component Wear,High,7642,5033
EQ-2060,CT Scanner,33.3,29.8,398,4773,0.65,0.5,3.18,0.86,93.6,Critical,0.7,Sensor Drift,High,14932,5716
EQ-8481,Blood Analyzer,35.1,79.1,6,2648,0.58,-0.01,1.6,0.13,92.0,Critical,0.65,Overheating,High,4554,2974
EQ-8203,X-ray Machine,24.5,48.7,657,649,0.47,0.4,3.66,0.77,94.3,Moderate,0.35,Sensor Drift,Medium,12185,838
EQ-3057,Blood Analyzer,39.4,36.8,623,2900,0.6,0.75,1.15,0.39,88.1,Critical,0.7,Voltage Surge,High,7042,3946
EQ-4697,X-ray Machine,36.8,37.8,715,679,-0.08,0.85,5.18,0.74,84.3,Critical,0.85,Sensor Drift,High,3187,1666
EQ-5730,Ventilator,30.6,57.7,285,1859,0.72,0.76,5.2,0.34,86.3,Critical,0.85,Pressure Leak,High,11705,2716
EQ-7069,X-ray Machine,19.4,46.2,727,3249,0.94,1.03,1.77,1.02,97.8,Moderate,0.55,Voltage Surge,Medium,2513,4258
EQ-9373,X-ray Machine,18.3,79.6,550,2265,0.33,0.22,1.06,0.23,86.7,Critical,0.6,Overheating,High,13667,3085
EQ-2170,CT Scanner,28.9,39.1,412,4019,0.31,0.67,2.86,1.28,117.5,Critical,0.9,Component Wear,High,2898,4421
EQ-2908,Ventilator,39.4,58.0,529,2944,0.03,0.03,6.03,1.15,98.8,Critical,1.0,Voltage Surge,High,9650,3495
EQ-5464,MRI Scanner,37.0,60.5,473,206,0.18,0.11,2.45,1.38,97.0,Critical,0.9,Component Wear,High,1601,1333
EQ-6904,X-ray Machine,23.2,51.0,525,4917,0.13,0.96,1.77,0.47,109.9,Moderate,0.35,Overheating,Medium,3121,5018
EQ-5870,MRI Scanner,26.2,55.6,343,4820,0.09,0.18,4.51,0.36,127.5,Moderate,0.45,Overheating,Medium,14798,5795
EQ-7073,CT Scanner,29.9,66.7,464,2133,0.96,0.76,3.7,0.45,111.1,Critical,0.95,Pressure Leak,High,7258,3147
EQ-5822,X-ray Machine,24.5,23.9,596,775,0.4,0.32,2.84,0.34,101.0,Moderate,0.35,Sensor Drift,Medium,2054,1933
EQ-8029,Blood Analyzer,23.5,21.8,594,4930,0.19,0.67,0.85,1.42,85.5,Moderate,0.55,Pressure Leak,Medium,5064,5476
EQ-2726,MRI Scanner,37.3,54.4,142,1498,0.97,0.45,1.54,0.39,99.5,Moderate,0.4,Overheating,Medium,2783,2529
EQ-4213,CT Scanner,19.0,36.6,83,338,0.38,0.79,1.93,1.23,81.8,Good,0.25,Component Wear,Low,13402,1001
EQ-8843,X-ray Machine,37.7,36.3,219,3202,0.18,0.77,5.19,0.43,124.2,Critical,0.65,Pressure Leak,High,10716,3492
EQ-2342,Ventilator,19.6,72.1,215,4208,0.72,0.56,3.31,0.16,91.5,Critical,0.6,Component Wear,High,4943,4916
EQ-5425,MRI Scanner,22.8,48.2,152,1003,0.87,0.72,3.56,0.3,112.9,Good,0.05,Overheating,Low,5274,1456
EQ-2735,Blood Analyzer,35.7,53.1,289,451,0.12,0.85,5.74,0.24,97.3,Moderate,0.55,Sensor Drift,Medium,10940,1026
EQ-2583,MRI Scanner,21.0,65.1,324,3840,0.67,0.95,3.29,1.01,94.7,Critical,0.8,Sensor Drift,High,1322,4513
EQ-2282,MRI Scanner,24.6,38.4,5,366,0.14,0.78,5.13,1.02,86.9,Moderate,0.4,Pressure Leak,Medium,2047,1092
EQ-1901,Ventilator,29.5,32.1,571,2957,0.16,0.26,3.48,1.49,108.5,Moderate,0.55,Sensor Drift,Medium,12382,3784
EQ-1054,X-ray Machine,25.0,45.1,575,3006,0.8,0.33,1.06,0.63,92.9,Moderate,0.35,Overheating,Medium,11642,3998
EQ-1856,Ventilator,29.3,20.1,9,3414,0.52,1.03,4.34,1.29,82.9,Good,0.25,Pressure Leak,Low,3769,3536
EQ-2225,Ventilator,38.4,72.2,430,2830,0.14,0.76,3.36,0.48,112.4,Critical,1.0,Sensor Drift,High,5510,3883
EQ-6875,MRI Scanner,24.8,55.2,659,2311,0.43,0.08,0.99,0.85,98.6,Moderate,0.35,Sensor Drift,Medium,5323,3282
EQ-7011,Blood Analyzer,35.6,28.4,656,1110,0.67,0.83,4.38,0.65,115.6,Critical,0.7,Component Wear,High,9611,1965
EQ-3308,Blood Analyzer,36.6,60.6,460,4973,0.13,0.24,0.39,1.38,126.7,Critical,1.0,Voltage Surge,High,2237,6030
EQ-8447,X-ray Machine,34.8,80.0,676,4473,1.03,0.23,1.83,0.58,96.7,Critical,0.6,Sensor Drift,High,1921,4680
EQ-1766,X-ray Machine,30.0,22.7,500,4971,0.98,0.2,2.16,0.19,126.5,Moderate,0.45,Sensor Drift,Medium,5123,5657
EQ-7872,Blood Analyzer,19.0,26.4,291,3110,0.61,0.41,3.8,1.48,96.6,Good,0.25,Sensor Drift,Low,8869,3988
EQ-3603,X-ray Machine,30.9,68.9,219,3178,0.53,0.51,2.23,0.82,113.3,Good,0.05,Overheating,Low,12720,4342
EQ-5661,Blood Analyzer,40.0,25.8,147,4356,0.77,0.07,1.3,0.24,118.9,Moderate,0.4,Component Wear,Medium,4386,4673
EQ-1279,CT Scanner,20.3,56.5,582,957,0.65,0.47,2.08,0.19,87.1,Critical,0.6,Voltage Surge,High,7993,1832
EQ-2374,MRI Scanner,39.4,68.2,564,4665,1.0,0.38,1.04,1.3,115.7,Critical,1.0,Voltage Surge,High,13418,5551
EQ-4689,X-ray Machine,24.0,33.4,360,287,0.75,0.68,5.94,1.35,105.6,Moderate,0.4,Voltage Surge,Medium,8969,533
EQ-7799,X-ray Machine,38.8,77.5,186,3918,0.31,0.9,5.45,0.17,99.3,Critical,1.0,Sensor Drift,High,14180,4313
EQ-6275,Ventilator,31.1,78.1,659,4777,0.8,-0.01,4.23,0.14,128.5,Critical,1.0,Voltage Surge,High,3996,5530
EQ-4611,Blood Analyzer,22.0,49.8,302,4837,0.42,0.24,0.22,1.13,108.5,Good,0.25,Sensor Drift,Low,10579,5569
EQ-5093,Ventilator,19.3,23.7,438,1506,0.62,0.67,3.26,0.54,122.7,Moderate,0.45,Voltage Surge,Medium,8123,2616
EQ-9976,CT Scanner,35.2,23.8,311,1758,0.22,0.78,0.51,1.05,122.9,Critical,1.0,Sensor Drift,High,7655,2346
EQ-4077,X-ray Machine,24.1,62.6,100,221,0.72,0.89,0.02,1.2,116.2,Good,0.25,Voltage Surge,Low,3567,1398
EQ-2239,Ventilator,19.2,45.4,165,4882,0.43,0.83,1.17,0.96,106.8,Good,0.05,Pressure Leak,Low,8148,6016
EQ-1993,Ventilator,30.2,21.1,201,2485,0.65,0.06,3.86,0.44,111.8,Critical,0.7,Overheating,High,13261,2725
EQ-3115,Ventilator,21.6,36.3,436,523,0.74,-0.0,4.19,0.06,110.8,Moderate,0.35,Sensor Drift,Medium,10043,1536
EQ-3146,Blood Analyzer,25.1,41.2,29,347,0.32,0.71,4.52,0.54,95.3,Good,0.05,Overheating,Low,3511,1435
EQ-5700,Ventilator,30.8,46.9,468,1854,0.09,0.03,2.02,1.29,95.0,Critical,0.9,Sensor Drift,High,6443,2754
EQ-2226,Blood Analyzer,18.4,56.1,204,2355,0.32,0.94,2.1,0.64,103.7,Good,0.05,Sensor Drift,Low,6085,3233
EQ-4950,CT Scanner,36.3,25.2,354,3221,0.97,0.81,0.99,0.83,81.6,Critical,0.7,Pressure Leak,High,5935,4342
EQ-3907,X-ray Machine,39.2,66.5,94,4385,0.38,0.09,5.53,0.87,122.3,Critical,0.65,Pressure Leak,High,8005,4820
EQ-3924,X-ray Machine,31.0,23.7,26,4659,0.62,0.48,3.5,1.28,100.0,Good,0.25,Pressure Leak,Low,6150,5355
EQ-2450,CT Scanner,19.6,63.6,484,256,0.82,0.32,3.28,0.09,103.2,Critical,0.6,Sensor Drift,High,8398,393
EQ-2997,X-ray Machine,31.7,53.4,494,3108,0.35,-0.06,2.34,0.72,90.1,Moderate,0.35,Pressure Leak,Medium,6766,3674
EQ-9978,CT Scanner,37.3,44.6,700,4349,0.43,0.74,5.07,0.57,81.3,Critical,0.85,Voltage Surge,High,9250,5331
EQ-1843,MRI Scanner,36.0,74.0,595,563,0.11,0.58,2.03,0.88,84.2,Critical,0.95,Pressure Leak,High,14812,762
EQ-7426,Ventilator,21.2,47.3,260,4882,0.15,0.72,1.05,0.36,127.0,Moderate,0.45,Overheating,Medium,8040,5564
EQ-6056,CT Scanner,22.8,44.7,233,2208,0.99,0.9,5.27,0.6,126.9,Moderate,0.3,Sensor Drift,Medium,7438,2795
EQ-2297,Ventilator,32.3,35.3,318,3082,0.42,0.44,3.75,0.44,116.2,Critical,0.7,Sensor Drift,High,4710,4030
EQ-7154,Ventilator,32.9,64.4,404,2760,0.33,0.22,3.41,0.71,105.2,Critical,0.95,Component Wear,High,3604,3851
EQ-1446,Blood Analyzer,19.7,38.6,636,1602,-0.05,0.76,0.3,0.13,120.8,Moderate,0.45,Voltage Surge,Medium,12112,2293
EQ-5969,Blood Analyzer,22.6,75.9,504,2184,0.31,0.1,4.13,1.29,129.7,Critical,0.9,Pressure Leak,High,10043,2434
EQ-4950,Ventilator,38.8,72.7,688,4493,0.13,0.51,5.35,1.46,128.0,Critical,1.0,Sensor Drift,High,3625,5253
EQ-3531,X-ray Machine,30.4,74.6,623,1089,0.09,0.88,0.58,0.04,105.9,Critical,0.6,Sensor Drift,High,5938,1804
EQ-7356,Ventilator,18.4,38.8,510,1635,0.04,0.56,0.57,0.72,100.5,Moderate,0.35,Voltage Surge,Medium,2456,2373
EQ-5395,Blood Analyzer,34.8,54.6,719,1082,0.37,0.54,4.26,0.32,91.2,Critical,0.7,Pressure Leak,High,1828,2128
EQ-2533,Blood Analyzer,35.7,39.5,370,3078,0.41,0.39,2.22,1.05,118.3,Critical,0.9,Sensor Drift,High,1118,3727
EQ-3719,CT Scanner,37.2,70.0,403,4705,0.61,0.13,4.52,1.06,96.8,Critical,1.0,Pressure Leak,High,5844,5453
EQ-4706,MRI Scanner,36.4,69.2,399,691,0.66,0.83,4.11,1.22,84.1,Critical,1.0,Component Wear,High,3738,914
EQ-6417,MRI Scanner,22.2,73.6,47,2636,0.63,0.56,0.73,0.8,109.7,Moderate,0.3,Component Wear,Medium,13675,3516
EQ-5222,Ventilator,26.9,68.3,56,3443,0.67,0.89,4.01,1.3,119.1,Moderate,0.5,Component Wear,Medium,13556,4191
EQ-1460,X-ray Machine,30.6,29.0,314,2310,0.84,0.02,3.77,1.2,129.1,Moderate,0.35,Voltage Surge,Medium,7651,3476
EQ-8169,X-ray Machine,23.5,77.7,113,285,0.61,0.1,3.78,0.59,95.3,Moderate,0.3,Sensor Drift,Medium,8247,909
EQ-2100,MRI Scanner,23.2,45.5,426,2093,0.2,0.95,4.89,0.1,107.4,Moderate,0.35,Voltage Surge,Medium,10581,3165
EQ-8456,Blood Analyzer,20.9,40.7,260,3872,0.28,0.08,3.28,0.45,127.9,Good,0.15,Overheating,Low,3556,4936
EQ-5486,MRI Scanner,25.0,75.8,47,4951,0.96,0.19,3.69,0.17,89.0,Moderate,0.3,Voltage Surge,Medium,8082,5914
EQ-8655,X-ray Machine,22.4,57.5,63,2237,0.08,0.76,3.49,0.15,125.8,Good,0.15,Component Wear,Low,5035,2705
EQ-9775,CT Scanner,33.0,78.3,534,3187,0.14,0.83,0.59,0.74,122.9,Critical,1.0,Voltage Surge,High,5767,3611
EQ-3149,Blood Analyzer,24.2,62.6,603,3576,0.96,0.85,4.13,1.12,123.2,Critical,0.65,Pressure Leak,High,12574,4330
EQ-1090,X-ray Machine,39.2,33.3,226,1828,0.77,0.11,4.58,0.51,115.8,Moderate,0.4,Overheating,Medium,4328,2472
EQ-9746,MRI Scanner,25.9,38.9,109,3400,0.91,0.1,5.76,1.14,110.1,Moderate,0.4,Sensor Drift,Medium,12552,4218
EQ-9280,MRI Scanner,30.0,23.4,545,3339,0.46,1.01,0.2,0.33,118.8,Moderate,0.35,Component Wear,Medium,1719,3793
EQ-7753,MRI Scanner,29.4,29.8,71,2522,0.39,0.45,4.65,0.62,98.5,Good,0.05,Pressure Leak,Low,10798,3245
EQ-5684,MRI Scanner,35.9,50.5,235,1504,0.62,0.08,1.52,1.27,119.7,Critical,0.6,Overheating,High,12899,2648
EQ-7274,Ventilator,34.9,30.0,347,3055,0.93,0.67,0.83,0.05,86.4,Critical,0.7,Overheating,High,14586,3696
EQ-6826,Ventilator,33.4,30.9,84,4904,-0.03,0.89,4.49,0.87,88.3,Moderate,0.4,Voltage Surge,Medium,9869,5347
EQ-1653,X-ray Machine,26.9,69.4,380,300,0.81,0.32,3.69,1.31,105.7,Moderate,0.55,Component Wear,Medium,1779,884
EQ-2787,CT Scanner,31.4,67.4,510,4617,0.9,0.21,3.51,0.52,104.4,Critical,0.95,Sensor Drift,High,14933,5034
EQ-2284,MRI Scanner,25.0,49.8,343,2595,0.54,0.26,1.2,1.02,91.7,Moderate,0.55,Voltage Surge,Medium,13142,3324
EQ-2797,MRI Scanner,24.5,52.2,383,4763,0.05,0.21,3.08,1.29,116.0,Moderate,0.55,Overheating,Medium,14933,5145
EQ-4397,Blood Analyzer,27.3,70.9,9,3038,0.67,0.82,5.76,0.46,94.9,Moderate,0.45,Voltage Surge,Medium,12804,3542
EQ-3633,Ventilator,21.0,42.1,369,4327,0.3,0.13,0.05,0.51,106.0,Moderate,0.35,Pressure Leak,Medium,1330,5047
EQ-7683,X-ray Machine,29.3,21.0,249,2522,0.71,0.01,1.71,0.53,128.7,Good,0.15,Sensor Drift,Low,4246,3610
EQ-3775,CT Scanner,32.1,78.6,486,3574,0.49,0.22,5.2,0.5,96.8,Critical,1.0,Pressure Leak,High,5929,3779
EQ-3781,X-ray Machine,34.4,56.6,167,2534,0.06,0.74,5.31,0.1,100.0,Good,0.2,Voltage Surge,Low,10197,3621
EQ-3016,CT Scanner,29.2,65.9,353,3945,0.44,0.4,2.28,0.22,99.5,Critical,0.95,Sensor Drift,High,14629,4186
EQ-1187,X-ray Machine,29.8,61.9,534,1202,0.82,0.49,5.4,1.33,91.1,Critical,0.7,Voltage Surge,High,12973,2284
EQ-6014,MRI Scanner,33.9,68.2,646,588,0.52,0.3,1.55,0.84,94.4,Critical,0.95,Sensor Drift,High,10717,1711
EQ-2280,X-ray Machine,29.9,72.7,436,4620,0.09,0.12,4.21,0.79,113.1,Critical,0.6,Overheating,High,9535,4721
EQ-8962,CT Scanner,27.3,56.3,356,2031,0.11,0.46,0.17,0.34,113.4,Critical,0.6,Pressure Leak,High,5913,2507
EQ-4223,MRI Scanner,26.7,62.7,162,1522,0.76,0.43,2.16,0.4,110.0,Good,0.05,Component Wear,Low,8098,2040
EQ-7266,MRI Scanner,20.7,62.1,532,2679,0.12,0.93,5.78,1.17,114.7,Critical,0.7,Voltage Surge,High,4661,3575
EQ-7527,Blood Analyzer,29.8,22.5,602,327,0.65,0.56,3.69,1.45,88.0,Moderate,0.55,Voltage Surge,Medium,1897,743
EQ-9387,CT Scanner,18.5,57.5,39,3560,0.63,0.54,2.98,1.01,118.4,Moderate,0.5,Component Wear,Medium,5787,4474
EQ-7096,MRI Scanner,27.3,33.2,530,2125,0.23,0.76,4.63,0.25,125.0,Moderate,0.45,Voltage Surge,Medium,13949,3154
EQ-2392,MRI Scanner,27.2,54.2,323,3668,0.99,0.23,2.21,0.09,84.7,Moderate,0.35,Pressure Leak,Medium,13010,3965
EQ-2395,Blood Analyzer,19.8,40.0,345,1795,0.03,0.99,5.15,1.06,126.4,Moderate,0.5,Voltage Surge,Medium,2165,2878
EQ-8262,CT Scanner,22.3,55.4,405,1525,0.13,0.32,2.56,0.3,92.6,Critical,0.6,Sensor Drift,High,13248,1955
EQ-2834,X-ray Machine,26.5,26.1,702,3880,0.37,0.63,0.48,0.52,101.3,Moderate,0.35,Voltage Surge,Medium,5898,4097
EQ-4582,Ventilator,31.6,23.7,296,1622,0.87,-0.01,3.87,0.22,106.9,Critical,0.7,Voltage Surge,High,12547,2541
EQ-7596,Ventilator,29.8,63.9,233,3113,0.73,0.89,4.19,0.77,86.1,Critical,0.6,Pressure Leak,High,7695,3341
EQ-6013,CT Scanner,39.7,62.3,24,3354,0.42,0.33,1.72,1.2,96.1,Critical,0.85,Component Wear,High,10861,4446
EQ-2528,Ventilator,34.6,38.7,440,4308,0.6,0.89,4.97,0.78,85.6,Critical,0.7,Sensor Drift,High,4997,4923
EQ-1770,CT Scanner,30.5,49.0,672,3567,0.53,0.69,2.92,0.38,128.1,Critical,0.8,Component Wear,High,10696,4031
EQ-2489,X-ray Machine,23.6,57.5,629,722,0.2,0.9,2.06,0.64,121.0,Moderate,0.45,Overheating,Medium,12242,1189
EQ-4911,Ventilator,34.4,46.8,606,2588,0.7,0.25,5.4,0.76,93.3,Critical,0.85,Component Wear,High,10855,3256
EQ-5668,MRI Scanner,36.3,71.0,335,4468,0.71,0.48,5.44,1.04,92.4,Critical,1.0,Component Wear,High,7009,4824
EQ-5415,Blood Analyzer,25.8,32.1,455,1089,0.69,0.01,5.3,1.03,89.0,Critical,0.7,Voltage Surge,High,1942,2009
EQ-4891,CT Scanner,29.3,74.0,581,1546,0.8,0.57,2.52,1.34,92.6,Critical,1.0,Overheating,High,7588,1718
EQ-5997,MRI Scanner,28.6,40.0,252,1172,0.9,0.52,5.57,0.72,83.2,Good,0.2,Sensor Drift,Low,9180,2359
EQ-6181,Blood Analyzer,35.2,24.1,423,2606,0.27,0.8,5.65,1.02,90.5,Critical,1.0,Component Wear,High,10295,2894
EQ-7354,X-ray Machine,38.0,27.3,653,4875,0.76,0.35,0.67,1.01,86.2,Critical,0.9,Sensor Drift,High,8254,5559
EQ-7501,CT Scanner,38.8,51.7,580,3159,0.45,0.31,0.03,0.5,80.3,Critical,0.7,Sensor Drift,High,11103,3698
EQ-5401,Blood Analyzer,19.0,51.1,349,2857,0.83,0.1,3.79,0.82,119.6,Good,0.05,Voltage Surge,Low,6194,3979
EQ-1610,X-ray Machine,23.2,26.6,365,2492,0.76,0.23,1.64,1.38,90.4,Good,0.25,Pressure Leak,Low,14787,3305
EQ-4032,Ventilator,38.1,65.0,87,2470,0.67,0.45,1.5,0.36,93.0,Critical,0.65,Voltage Surge,High,1004,2699
EQ-6062,Ventilator,24.3,76.6,567,2171,0.81,0.28,4.66,0.82,88.0,Critical,0.6,Component Wear,High,10140,2444
EQ-1031,MRI Scanner,21.9,43.5,28,1603,0.58,0.82,3.42,0.11,122.4,Good,0.15,Pressure Leak,Low,6938,2114
EQ-5616,CT Scanner,18.2,31.5,701,518,0.63,0.56,5.46,0.67,86.7,Moderate,0.5,Overheating,Medium,2761,1074
EQ-1908,Ventilator,28.7,46.5,344,2331,0.39,0.38,2.93,0.97,95.9,Moderate,0.35,Sensor Drift,Medium,1720,2993
EQ-5369,MRI Scanner,30.4,54.0,346,3682,0.07,0.82,1.32,1.14,89.0,Moderate,0.55,Sensor Drift,Medium,7392,4421
EQ-5367,X-ray Machine,36.0,65.2,596,3399,0.41,1.0,2.63,0.41,99.5,Critical,0.7,Voltage Surge,High,13056,4398
EQ-7633,X-ray Machine,36.3,48.5,463,3627,0.6,0.14,5.38,0.12,104.2,Critical,0.85,Voltage Surge,High,2796,3919
EQ-2926,CT Scanner,29.6,48.2,78,2460,0.82,0.17,2.18,0.05,107.6,Moderate,0.4,Overheating,Medium,4668,3445
EQ-8662,Ventilator,18.0,65.1,680,4105,0.23,0.37,5.1,1.0,115.1,Critical,0.75,Sensor Drift,High,11437,4804
EQ-2802,CT Scanner,23.1,22.9,620,2056,0.79,0.51,4.68,0.71,98.0,Moderate,0.35,Overheating,Medium,8964,2827
EQ-3865,CT Scanner,38.7,65.6,321,3851,0.48,0.9,2.91,1.05,87.0,Critical,1.0,Pressure Leak,High,14213,4014
EQ-1256,CT Scanner,37.2,71.2,285,3697,0.13,0.43,4.11,0.37,95.2,Critical,1.0,Component Wear,High,4809,4455
EQ-5489,Ventilator,19.2,57.3,293,197,0.79,0.28,2.27,0.54,101.0,Moderate,0.35,Overheating,Medium,2859,954
EQ-3171,Blood Analyzer,32.7,50.5,512,4522,0.96,0.82,3.61,0.58,89.6,Moderate,0.35,Overheating,Medium,11054,4826
EQ-7112,Ventilator,20.4,29.5,335,513,0.75,0.35,1.03,1.05,113.2,Moderate,0.55,Pressure Leak,Medium,9886,1496
EQ-5660,Ventilator,37.7,56.1,113,665,0.1,0.54,3.43,0.33,100.0,Moderate,0.4,Sensor Drift,Medium,14625,1318
EQ-8199,CT Scanner,33.3,70.5,435,3775,0.66,0.87,4.21,0.6,83.5,Critical,0.95,Sensor Drift,High,14264,3973
EQ-6098,Blood Analyzer,28.8,47.8,442,3514,0.23,0.86,6.02,0.84,84.7,Moderate,0.5,Overheating,Medium,2036,4520
EQ-3911,Blood Analyzer,33.7,43.2,443,1312,0.74,0.81,5.56,0.4,93.0,Moderate,0.5,Voltage Surge,Medium,2091,1881
EQ-1228,X-ray Machine,24.2,54.8,725,644,0.65,0.89,0.51,0.29,90.1,Moderate,0.35,Component Wear,Medium,2060,1767
EQ-9929,Ventilator,36.7,58.6,571,2018,0.09,0.28,1.04,1.44,87.1,Critical,0.9,Pressure Leak,High,6602,2870
EQ-4870,Blood Analyzer,33.5,69.2,10,4193,0.64,0.86,2.88,0.44,84.0,Moderate,0.3,Pressure Leak,Medium,1740,5238
EQ-3112,Blood Analyzer,34.5,54.4,653,426,0.92,0.43,3.93,1.42,91.2,Critical,0.9,Sensor Drift,High,9769,1588
EQ-5839,Ventilator,20.9,35.6,251,3668,0.89,0.07,5.62,1.16,80.7,Critical,0.7,Component Wear,High,10127,4016
EQ-7519,CT Scanner,21.2,56.6,276,4952,-0.08,0.95,5.63,0.47,85.7,Critical,0.75,Voltage Surge,High,9029,5484
EQ-6090,Ventilator,25.3,53.9,204,4078,0.17,0.25,2.82,0.24,110.7,Moderate,0.35,Sensor Drift,Medium,13279,4850
EQ-3956,Blood Analyzer,32.6,37.6,73,535,0.87,0.08,5.64,-0.11,109.1,Good,0.2,Overheating,Low,3589,1000
EQ-8557,X-ray Machine,26.4,50.9,508,1279,0.65,0.65,2.28,1.38,95.2,Moderate,0.55,Pressure Leak,Medium,7570,2396
EQ-3926,CT Scanner,38.6,61.6,729,4529,0.54,0.31,0.46,0.02,84.2,Critical,0.95,Voltage Surge,High,4849,5355
EQ-6522,Ventilator,35.3,32.5,37,4811,0.54,0.63,5.67,0.81,112.8,Moderate,0.55,Pressure Leak,Medium,4872,5444
EQ-6906,X-ray Machine,38.3,62.0,32,3960,0.06,0.73,5.83,1.35,122.2,Critical,0.85,Overheating,High,14612,4769
EQ-3102,Blood Analyzer,34.2,73.3,714,4091,0.38,0.23,0.73,0.53,111.5,Critical,0.95,Sensor Drift,High,14815,4646
EQ-9260,MRI Scanner,22.1,28.1,440,4440,0.38,0.88,2.13,0.64,83.1,Moderate,0.35,Pressure Leak,Medium,1102,5412
EQ-2223,Ventilator,21.1,52.4,482,3610,0.43,0.53,0.9,1.48,111.2,Moderate,0.55,Voltage Surge,Medium,12870,4035
EQ-7259,Blood Analyzer,19.5,34.5,553,2563,0.49,0.19,3.3,0.64,117.5,Moderate,0.35,Pressure Leak,Medium,11174,3453
EQ-5174,CT Scanner,35.9,28.5,492,293,0.91,0.25,0.82,0.13,99.5,Critical,0.7,Sensor Drift,High,9053,1450
EQ-8332,Blood Analyzer,25.0,59.0,402,4121,0.05,0.57,4.79,0.94,95.4,Moderate,0.35,Pressure Leak,Medium,2928,4244
